Clade,COG,CDS,Total
acI-A,group00485,"AAA023J06.genome.CDS.898,AAA024D14.genome.CDS.812,AAA028E20.genome.CDS.1732,AAA028G02.genome.CDS.2153,AAA028I14.genome.CDS.1298,AAA041L13.genome.CDS.1872,AAA044N04.genome.CDS.1643,AAA044O16.genome.CDS.2616,MEint1363.genome.CDS.1107,MEint2297.genome.CDS.1619",2
acI-A,group00492,"AAA023J06.genome.CDS.1022,AAA028G02.genome.CDS.2351,AAA028I14.genome.CDS.1153,AAA041L13.genome.CDS.2079,AAA044N04.genome.CDS.2523,AAA044O16.genome.CDS.1462,AAA278O22.genome.CDS.1972,MEint2297.genome.CDS.2014",4
acI-A,group00494,"AAA023J06.genome.CDS.789,AAA024D14.genome.CDS.936,AAA027M14.genome.CDS.1373,AAA028E20.genome.CDS.1646,AAA028G02.genome.CDS.1919,AAA028I14.genome.CDS.1427,AAA041L13.genome.CDS.2116,AAA044N04.genome.CDS.1907,AAA278O22.genome.CDS.2242,MEint2297.genome.CDS.2606",15
acI-A,group00495,"AAA023J06.genome.CDS.1338,AAA027M14.genome.CDS.976,AAA028E20.genome.CDS.963,AAA028G02.genome.CDS.2527,AAA044N04.genome.CDS.1316,AAA044O16.genome.CDS.1654,AAA278O22.genome.CDS.1859,MEint1363.genome.CDS.1295,MEint2297.genome.CDS.2185",39
acI-A,group00497,"AAA024D14.genome.CDS.1044,AAA027M14.genome.CDS.996,AAA028E20.genome.CDS.949,AAA028G02.genome.CDS.2513,AAA041L13.genome.CDS.1647,AAA044N04.genome.CDS.2130,AAA044O16.genome.CDS.1640,MEint1363.genome.CDS.1025,MEint2297.genome.CDS.2199,MEint2297.genome.CDS.2693",2
acI-A,group00499,"AAA023J06.genome.CDS.1040,AAA028I14.genome.CDS.1140,AAA041L13.genome.CDS.1596,AAA044N04.genome.CDS.2510,AAA044O16.genome.CDS.1449,MEint1363.genome.CDS.1335,MEint2297.genome.CDS.2102",12
acI-A,group00500,"AAA024D14.genome.CDS.1392,AAA027M14.genome.CDS.1508,AAA028E20.genome.CDS.1832,AAA028G02.genome.CDS.1869,AAA041L13.genome.CDS.2256,AAA044N04.genome.CDS.2013,AAA044O16.genome.CDS.2260,AAA278O22.genome.CDS.1689",2
acI-A,group00501,"AAA024D14.genome.CDS.1633,AAA027M14.genome.CDS.880,AAA028E20.genome.CDS.917,AAA028G02.genome.CDS.2009,AAA041L13.genome.CDS.2568,AAA044O16.genome.CDS.1805,AAA278O22.genome.CDS.1442,MEint2297.genome.CDS.1549,MEint2297.genome.CDS.2500",4
acI-A,group00506,"AAA024D14.genome.CDS.891,AAA027M14.genome.CDS.1140,AAA028E20.genome.CDS.1033,AAA044N04.genome.CDS.1400,AAA044O16.genome.CDS.1912,AAA278O22.genome.CDS.1273,MEint1363.genome.CDS.1076,MEint1363.genome.CDS.1873",43
acI-A,group00507,"AAA024D14.genome.CDS.892,AAA027M14.genome.CDS.1139,AAA028E20.genome.CDS.1032,AAA044N04.genome.CDS.1401,AAA044O16.genome.CDS.1913,AAA278O22.genome.CDS.1272,MEint1363.genome.CDS.1075,MEint1363.genome.CDS.1874",171
acI-A,group00511,"AAA023J06.genome.CDS.784,AAA024D14.genome.CDS.931,AAA027M14.genome.CDS.1378,AAA028E20.genome.CDS.1641,AAA028G02.genome.CDS.1914,AAA028I14.genome.CDS.1432,AAA041L13.genome.CDS.2121,AAA044N04.genome.CDS.1912,AAA044O16.genome.CDS.2317,AAA278O22.genome.CDS.2247,MEint1363.genome.CDS.1880,MEint2297.genome.CDS.2038,MEint2297.genome.CDS.2611",5
acI-A,group00512,"AAA027M14.genome.CDS.1606,AAA028E20.genome.CDS.1838,AAA028G02.genome.CDS.1863,AAA041L13.genome.CDS.2250,AAA044N04.genome.CDS.2019,AAA044O16.genome.CDS.2254,AAA278O22.genome.CDS.1696,MEint1363.genome.CDS.1191",6
acI-A,group00516,"AAA024D14.genome.CDS.1269,AAA028G02.genome.CDS.1561,AAA028I14.genome.CDS.1115,AAA041L13.genome.CDS.1571,AAA044N04.genome.CDS.2485,AAA044O16.genome.CDS.1426,MEint1363.genome.CDS.1359,MEint2297.genome.CDS.1706",2
acI-A,group00517,"AAA023J06.genome.CDS.793,AAA024D14.genome.CDS.940,AAA027M14.genome.CDS.1369,AAA028E20.genome.CDS.1650,AAA028G02.genome.CDS.1923,AAA028I14.genome.CDS.1423,AAA041L13.genome.CDS.2112,AAA044N04.genome.CDS.1903,AAA278O22.genome.CDS.1619,MEint2297.genome.CDS.2602",4
acI-A,group00520,"AAA023J06.genome.CDS.795,AAA024D14.genome.CDS.942,AAA027M14.genome.CDS.1367,AAA028E20.genome.CDS.1652,AAA028G02.genome.CDS.1926,AAA028I14.genome.CDS.1421,AAA041L13.genome.CDS.2352,AAA044N04.genome.CDS.1901,AAA044O16.genome.CDS.2747,AAA278O22.genome.CDS.1622,MEint2297.genome.CDS.2598",1
acI-A,group00522,"AAA028E20.genome.CDS.1376,AAA028G02.genome.CDS.2549,AAA044N04.genome.CDS.1295,AAA044O16.genome.CDS.1676,AAA278O22.genome.CDS.1880,MEint1363.genome.CDS.1273",200
acI-A,group00523,"AAA028E20.genome.CDS.1538,AAA028G02.genome.CDS.2543,AAA044N04.genome.CDS.1300,AAA044O16.genome.CDS.1670,AAA278O22.genome.CDS.1875,MEint1363.genome.CDS.1279,MEint2297.genome.CDS.2169",115
acI-A,group00524,"AAA023J06.genome.CDS.811,AAA023J06.genome.CDS.817,AAA024D14.genome.CDS.958,AAA028E20.genome.CDS.1668,AAA028G02.genome.CDS.1945,AAA028I14.genome.CDS.1014,AAA041L13.genome.CDS.2336,AAA044N04.genome.CDS.1885,AAA044O16.genome.CDS.2499,AAA278O22.genome.CDS.1351,MEint2297.genome.CDS.2747",6
acI-A,group00528,"AAA023J06.genome.CDS.746,AAA024D14.genome.CDS.1068,AAA027M14.genome.CDS.1351,AAA028E20.genome.CDS.1606,AAA028G02.genome.CDS.1879,AAA028I14.genome.CDS.959,AAA041L13.genome.CDS.1989,AAA044N04.genome.CDS.1952,AAA044O16.genome.CDS.2276,AAA278O22.genome.CDS.1640",3
acI-A,group00529,"AAA023J06.genome.CDS.760,AAA028E20.genome.CDS.1619,AAA028G02.genome.CDS.1892,AAA041L13.genome.CDS.2102,AAA044N04.genome.CDS.1936,AAA044O16.genome.CDS.2290,MEint2297.genome.CDS.2734",11
acI-A,group00530,"AAA023J06.genome.CDS.1003,AAA028E20.genome.CDS.1317,AAA028G02.genome.CDS.2334,AAA028I14.genome.CDS.1599,AAA041L13.genome.CDS.2061,AAA044N04.genome.CDS.1826,AAA044O16.genome.CDS.1478,AAA278O22.genome.CDS.1990,MEint2297.genome.CDS.1415",1
acI-A,group00531,"AAA028E20.genome.CDS.1336,AAA028G02.genome.CDS.1787,AAA028I14.genome.CDS.1323,AAA041L13.genome.CDS.2425,AAA044N04.genome.CDS.2080,AAA044O16.genome.CDS.2180",2
acI-A,group00540,"AAA024D14.genome.CDS.1055,AAA027M14.genome.CDS.1008,AAA028G02.genome.CDS.2501,AAA041L13.genome.CDS.1636,AAA044N04.genome.CDS.2141,AAA044O16.genome.CDS.1628,MEint1363.genome.CDS.1013,MEint2297.genome.CDS.1999,MEint2297.genome.CDS.2263",1
acI-A,group00541,"AAA024D14.genome.CDS.1054,AAA027M14.genome.CDS.1007,AAA028E20.genome.CDS.939,AAA028G02.genome.CDS.2502,AAA041L13.genome.CDS.1637,AAA044N04.genome.CDS.2140,AAA044O16.genome.CDS.1629,MEint1363.genome.CDS.1014,MEint2297.genome.CDS.2000,MEint2297.genome.CDS.2262",5
acI-A,group00543,"AAA028E20.genome.CDS.978,AAA028G02.genome.CDS.1370,AAA041L13.genome.CDS.2225,AAA044N04.genome.CDS.2464,AAA044O16.genome.CDS.2322,AAA278O22.genome.CDS.1765",14
acI-A,group00546,"AAA028E20.genome.CDS.1525,AAA028G02.genome.CDS.1401,AAA028I14.genome.CDS.909,AAA041L13.genome.CDS.2234,AAA044N04.genome.CDS.2455,AAA044O16.genome.CDS.2353,AAA278O22.genome.CDS.1741",2
acI-A,group00548,"AAA023J06.genome.CDS.938,AAA024D14.genome.CDS.850,AAA028E20.genome.CDS.1319,AAA028G02.genome.CDS.2114,AAA028I14.genome.CDS.1372,AAA041L13.genome.CDS.1742,AAA044N04.genome.CDS.1603,AAA044O16.genome.CDS.2575,AAA278O22.genome.CDS.1483,MEint1363.genome.CDS.1494,MEint2297.genome.CDS.1585",3
acI-A,group00550,"AAA024D14.genome.CDS.1440,AAA027M14.genome.CDS.1181,AAA028E20.genome.CDS.1069,AAA028G02.genome.CDS.2573,AAA041L13.genome.CDS.2459,AAA044N04.genome.CDS.1349,AAA044O16.genome.CDS.1866,AAA278O22.genome.CDS.1316,MEint1363.genome.CDS.1837,MEint2297.genome.CDS.1682",1
acI-A,group00551,"AAA023J06.genome.CDS.1482,AAA024D14.genome.CDS.1438,AAA027M14.genome.CDS.1179,AAA028E20.genome.CDS.1071,AAA041L13.genome.CDS.2461,AAA044N04.genome.CDS.1347,AAA044O16.genome.CDS.1864,AAA278O22.genome.CDS.1314,MEint1363.genome.CDS.1835,MEint2297.genome.CDS.1680",7
acI-A,group00552,"AAA027M14.genome.CDS.1608,AAA028E20.genome.CDS.1840,AAA028G02.genome.CDS.1858,AAA041L13.genome.CDS.2248,AAA044N04.genome.CDS.2021,AAA044O16.genome.CDS.2249,AAA278O22.genome.CDS.1698,MEint1363.genome.CDS.1186",75
acI-A,group00553,"AAA024D14.genome.CDS.1613,AAA027M14.genome.CDS.1450,AAA028E20.genome.CDS.1203,AAA028G02.genome.CDS.2286,AAA028I14.genome.CDS.1549,AAA041L13.genome.CDS.1823,AAA044N04.genome.CDS.1777,AAA044O16.genome.CDS.1526,AAA278O22.genome.CDS.2038,MEint1363.genome.CDS.1742,MEint2297.genome.CDS.1374",2
acI-A,group00554,"AAA023J06.genome.CDS.1151,AAA028E20.genome.CDS.924,AAA028G02.genome.CDS.1721,AAA028I14.genome.CDS.838,AAA041L13.genome.CDS.1670,AAA044N04.genome.CDS.1488,AAA278O22.genome.CDS.1166,MEint1363.genome.CDS.1231,MEint2297.genome.CDS.2475",5
acI-A,group00557,"AAA024D14.genome.CDS.1641,AAA024D14.genome.CDS.1649,AAA028E20.genome.CDS.1416,AAA028G02.genome.CDS.2460,AAA044O16.genome.CDS.1691,AAA278O22.genome.CDS.1914",867
acI-A,group00558,"AAA024D14.genome.CDS.1317,AAA024D14.genome.CDS.1611,AAA028E20.genome.CDS.1415,AAA028G02.genome.CDS.2461,AAA044O16.genome.CDS.1692,AAA278O22.genome.CDS.1913",1281
acI-A,group00559,"AAA023J06.genome.CDS.1313,AAA028I14.genome.CDS.868,AAA041L13.genome.CDS.1694,AAA041L13.genome.CDS.2721,AAA044N04.genome.CDS.1512,AAA278O22.genome.CDS.1830,MEint1363.genome.CDS.1206,MEint2297.genome.CDS.1517,MEint2297.genome.CDS.1958",162
acI-A,group00562,"AAA024D14.genome.CDS.1261,AAA027M14.genome.CDS.916,AAA028E20.genome.CDS.1517,AAA028G02.genome.CDS.1634,AAA044N04.genome.CDS.2234,AAA044O16.genome.CDS.2111,AAA278O22.genome.CDS.2281,MEint1363.genome.CDS.1885,MEint2297.genome.CDS.1774,MEint2297.genome.CDS.2589",3
acI-A,group00568,"AAA028E20.genome.CDS.1093,AAA028I14.genome.CDS.904,AAA041L13.genome.CDS.2239,AAA044N04.genome.CDS.2450,AAA044O16.genome.CDS.2752,AAA278O22.genome.CDS.1736,MEint2297.genome.CDS.1659",1
acI-A,group00569,"AAA027M14.genome.CDS.1657,AAA027M14.genome.CDS.1205,AAA028E20.genome.CDS.1759,AAA028G02.genome.CDS.1838,AAA041L13.genome.CDS.2854,AAA044N04.genome.CDS.2042,AAA044O16.genome.CDS.2229,AAA278O22.genome.CDS.1715,MEint1363.genome.CDS.1548,MEint2297.genome.CDS.2447,MEint2297.genome.CDS.2504",6
acI-A,group00573,"AAA023J06.genome.CDS.763,AAA027M14.genome.CDS.1397,AAA028E20.genome.CDS.1622,AAA028G02.genome.CDS.1895,AAA041L13.genome.CDS.2105,AAA044N04.genome.CDS.1933,AAA044O16.genome.CDS.2293,MEint2297.genome.CDS.2731",2
acI-A,group00578,"AAA024D14.genome.CDS.1050,AAA027M14.genome.CDS.1003,AAA028E20.genome.CDS.943,AAA028G02.genome.CDS.2507,AAA041L13.genome.CDS.1641,AAA044N04.genome.CDS.2136,AAA044O16.genome.CDS.1634,MEint1363.genome.CDS.1018,MEint2297.genome.CDS.2206",12
acI-A,group00580,"AAA028E20.genome.CDS.1539,AAA028G02.genome.CDS.2544,AAA044N04.genome.CDS.1299,AAA044O16.genome.CDS.1671,AAA278O22.genome.CDS.1876,MEint1363.genome.CDS.1278,MEint2297.genome.CDS.2168",43
acI-A,group00583,"AAA023J06.genome.CDS.423,AAA028E20.genome.CDS.1782,AAA028I14.genome.CDS.845,AAA041L13.genome.CDS.1676,AAA044N04.genome.CDS.1494,AAA278O22.genome.CDS.1172,MEint1363.genome.CDS.280,MEint2297.genome.CDS.2468",4
acI-A,group00586,"AAA028G02.genome.CDS.2208,AAA028I14.genome.CDS.1241,AAA041L13.genome.CDS.2387,AAA044N04.genome.CDS.1702,AAA044O16.genome.CDS.2671,AAA278O22.genome.CDS.2089,MEint1363.genome.CDS.1379,MEint2297.genome.CDS.2083",6
acI-A,group00590,"AAA023J06.genome.CDS.1372,AAA027M14.genome.CDS.1219,AAA028E20.genome.CDS.1367,AAA028G02.genome.CDS.1816,AAA041L13.genome.CDS.1932,AAA044N04.genome.CDS.2054,AAA044O16.genome.CDS.2208,AAA278O22.genome.CDS.1729,MEint1363.genome.CDS.1533,MEint2297.genome.CDS.1489,MEint2297.genome.CDS.2524",3
acI-A,group00591,"AAA023J06.genome.CDS.896,AAA024D14.genome.CDS.814,AAA028E20.genome.CDS.1730,AAA028G02.genome.CDS.2151,AAA028I14.genome.CDS.1300,AAA041L13.genome.CDS.1874,AAA044N04.genome.CDS.1641,AAA044O16.genome.CDS.2614,MEint1363.genome.CDS.1105,MEint2297.genome.CDS.1617",6
acI-A,group00593,"AAA028E20.genome.CDS.976,AAA028G02.genome.CDS.1373,AAA041L13.genome.CDS.2227,AAA044N04.genome.CDS.2462,AAA044O16.genome.CDS.2324,AAA278O22.genome.CDS.1763",31
acI-A,group00594,"AAA024D14.genome.CDS.1351,AAA028E20.genome.CDS.1377,AAA028G02.genome.CDS.2550,AAA044N04.genome.CDS.1294,AAA044O16.genome.CDS.1677,AAA278O22.genome.CDS.1881,MEint1363.genome.CDS.1272",45
acI-A,group00595,"AAA024D14.genome.CDS.1352,AAA028E20.genome.CDS.1378,AAA028G02.genome.CDS.2551,AAA044N04.genome.CDS.1293,AAA044O16.genome.CDS.1678,AAA278O22.genome.CDS.1882,MEint1363.genome.CDS.1271",157
acI-A,group00598,"AAA023J06.genome.CDS.825,AAA024D14.genome.CDS.1479,AAA027M14.genome.CDS.1176,AAA028E20.genome.CDS.1168,AAA028G02.genome.CDS.1704,AAA028I14.genome.CDS.1520,AAA041L13.genome.CDS.1454,AAA044N04.genome.CDS.2412,AAA044O16.genome.CDS.1976,AAA278O22.genome.CDS.1312,MEint1363.genome.CDS.1833",1
acI-A,group00603,"AAA023J06.genome.CDS.1499,AAA024D14.genome.CDS.901,AAA028E20.genome.CDS.1023,AAA044N04.genome.CDS.1411,AAA044O16.genome.CDS.1922,AAA278O22.genome.CDS.1260,MEint1363.genome.CDS.1307,MEint2297.genome.CDS.1913",3
acI-A,group00605,"AAA023J06.genome.CDS.761,AAA027M14.genome.CDS.1399,AAA028E20.genome.CDS.1620,AAA028G02.genome.CDS.1893,AAA041L13.genome.CDS.2103,AAA044N04.genome.CDS.1935,AAA044O16.genome.CDS.2291,MEint2297.genome.CDS.2733",6
acI-A,group00607,"AAA024D14.genome.CDS.1485,AAA028G02.genome.CDS.2084,AAA041L13.genome.CDS.1772,AAA044N04.genome.CDS.1573,AAA044O16.genome.CDS.2544,AAA278O22.genome.CDS.1528,MEint1363.genome.CDS.1466,MEint2297.genome.CDS.2336",1
acI-A,group00610,"AAA028E20.genome.CDS.1375,AAA028G02.genome.CDS.2548,AAA044N04.genome.CDS.1296,AAA044O16.genome.CDS.1675,AAA278O22.genome.CDS.1879,MEint1363.genome.CDS.1274",263
acI-A,group00611,"AAA024D14.genome.CDS.1345,AAA028E20.genome.CDS.1387,AAA028G02.genome.CDS.2556,AAA044N04.genome.CDS.1288,AAA044O16.genome.CDS.1687,AAA278O22.genome.CDS.1886",52
acI-A,group00612,"AAA024D14.genome.CDS.1035,AAA027M14.genome.CDS.980,AAA028E20.genome.CDS.958,AAA028G02.genome.CDS.2522,AAA041L13.genome.CDS.1656,AAA044N04.genome.CDS.2121,AAA044O16.genome.CDS.1649,AAA278O22.genome.CDS.1854,MEint1363.genome.CDS.1300,MEint2297.genome.CDS.2190",1
acI-A,group00613,"AAA024D14.genome.CDS.1505,AAA028E20.genome.CDS.1430,AAA044N04.genome.CDS.2313,AAA044O16.genome.CDS.2406,AAA278O22.genome.CDS.1926",28
acI-A,group00616,"AAA024D14.genome.CDS.1354,AAA028E20.genome.CDS.456,AAA028G02.genome.CDS.2553,AAA041L13.genome.CDS.2216,AAA044N04.genome.CDS.1291,AAA044O16.genome.CDS.1680,AAA278O22.genome.CDS.1883",20
acI-A,group00618,"AAA028E20.genome.CDS.1374,AAA028G02.genome.CDS.2547,AAA044N04.genome.CDS.1297,AAA044O16.genome.CDS.1674,AAA278O22.genome.CDS.1878,MEint1363.genome.CDS.1275",53
acI-A,group00622,"AAA023J06.genome.CDS.792,AAA024D14.genome.CDS.939,AAA027M14.genome.CDS.1370,AAA028E20.genome.CDS.1649,AAA028G02.genome.CDS.1922,AAA028I14.genome.CDS.1424,AAA041L13.genome.CDS.2113,AAA044N04.genome.CDS.1904,AAA278O22.genome.CDS.2239,MEint2297.genome.CDS.2603",1
acI-A,group00623,"AAA023J06.genome.CDS.1302,AAA024D14.genome.CDS.1511,AAA027M14.genome.CDS.872,AAA028E20.genome.CDS.1825,AAA028G02.genome.CDS.2001,AAA041L13.genome.CDS.2430,AAA041L13.genome.CDS.2576,AAA044N04.genome.CDS.2530,AAA044O16.genome.CDS.1796,AAA278O22.genome.CDS.1433,MEint2297.genome.CDS.2460",3
acI-A,group00627,"AAA023J06.genome.CDS.939,AAA024D14.genome.CDS.851,AAA028E20.genome.CDS.1320,AAA028G02.genome.CDS.2113,AAA041L13.genome.CDS.1743,AAA044N04.genome.CDS.1602,AAA044O16.genome.CDS.2572,AAA278O22.genome.CDS.1499,MEint1363.genome.CDS.1493,MEint2297.genome.CDS.1584",1
acI-A,group00631,"AAA023J06.genome.CDS.1377,AAA027M14.genome.CDS.1266,AAA028I14.genome.CDS.857,AAA041L13.genome.CDS.1687,AAA044N04.genome.CDS.1505,AAA278O22.genome.CDS.1846,MEint1363.genome.CDS.1214,MEint2297.genome.CDS.1501",2
acI-A,group00632,"AAA024D14.genome.CDS.1011,AAA027M14.genome.CDS.1642,AAA028E20.genome.CDS.1115,AAA028I14.genome.CDS.887,AAA044N04.genome.CDS.2433,AAA044O16.genome.CDS.2776,AAA278O22.genome.CDS.2160,MEint1363.genome.CDS.1587,MEint2297.genome.CDS.1675",13
acI-A,group00634,"AAA028G02.genome.CDS.1560,AAA028I14.genome.CDS.1114,AAA041L13.genome.CDS.1570,AAA044N04.genome.CDS.2484,AAA044O16.genome.CDS.1425,MEint1363.genome.CDS.1360,MEint2297.genome.CDS.1705",12
acI-A,group00638,"AAA024D14.genome.CDS.1246,AAA027M14.genome.CDS.932,AAA028E20.genome.CDS.1294,AAA028G02.genome.CDS.1616,AAA041L13.genome.CDS.2745,AAA044N04.genome.CDS.2250,AAA044O16.genome.CDS.2485,MEint2297.genome.CDS.1759",2
acI-A,group00641,"AAA024D14.genome.CDS.1528,AAA027M14.genome.CDS.1616,AAA028E20.genome.CDS.1769,AAA028G02.genome.CDS.1848,AAA041L13.genome.CDS.2918,AAA044N04.genome.CDS.2032,AAA044O16.genome.CDS.2239,AAA278O22.genome.CDS.1706,MEint2297.genome.CDS.2161",1
acI-A,group00643,"AAA024D14.genome.CDS.1498,AAA028E20.genome.CDS.1423,AAA028G02.genome.CDS.2453,AAA044O16.genome.CDS.2414,AAA278O22.genome.CDS.1919",94
acI-A,group00646,"AAA028E20.genome.CDS.1571,AAA028G02.genome.CDS.1657,AAA044N04.genome.CDS.1326,AAA044O16.genome.CDS.2141,AAA278O22.genome.CDS.1331,MEint1363.genome.CDS.1827,MEint2297.genome.CDS.2067,MEint2297.genome.CDS.2629",1
acI-A,group00649,"AAA027M14.genome.CDS.1249,AAA028E20.genome.CDS.1338,AAA028G02.genome.CDS.1789,AAA028I14.genome.CDS.1321,AAA041L13.genome.CDS.2427,AAA044N04.genome.CDS.2078,AAA044O16.genome.CDS.2182,MEint1363.genome.CDS.1140,MEint2297.genome.CDS.1461",91
acI-A,group00650,"AAA024D14.genome.CDS.1462,AAA028G02.genome.CDS.2197,AAA028I14.genome.CDS.1255,AAA041L13.genome.CDS.2373,AAA044N04.genome.CDS.1688,AAA044O16.genome.CDS.2660,AAA278O22.genome.CDS.2074,MEint1363.genome.CDS.1389,MEint2297.genome.CDS.1954,MEint2297.genome.CDS.2310",9
acI-A,group00652,"AAA023J06.genome.CDS.1470,AAA024D14.genome.CDS.1659,AAA027M14.genome.CDS.854,AAA028E20.genome.CDS.1811,AAA028G02.genome.CDS.1983,AAA041L13.genome.CDS.2717,AAA041L13.genome.CDS.2916,AAA044N04.genome.CDS.1842,AAA044O16.genome.CDS.1754,AAA278O22.genome.CDS.1412,MEint2297.genome.CDS.2426",5
acI-A,group00653,"AAA023J06.genome.CDS.1160,AAA028E20.genome.CDS.1706,AAA028G02.genome.CDS.1713,AAA028I14.genome.CDS.828,AAA041L13.genome.CDS.2263,AAA041L13.genome.CDS.2278,AAA044N04.genome.CDS.1479,AAA278O22.genome.CDS.1192,MEint1363.genome.CDS.1424,MEint1363.genome.CDS.1453,MEint2297.genome.CDS.1795",2
acI-A,group00654,"AAA024D14.genome.CDS.1049,AAA027M14.genome.CDS.1002,AAA028E20.genome.CDS.944,AAA028G02.genome.CDS.2508,AAA041L13.genome.CDS.1642,AAA044N04.genome.CDS.2135,AAA044O16.genome.CDS.1635,MEint1363.genome.CDS.1019,MEint2297.genome.CDS.2205,MEint2297.genome.CDS.2698",100
acI-A,group00656,"AAA027M14.genome.CDS.970,AAA028E20.genome.CDS.1470,AAA028G02.genome.CDS.1575,AAA041L13.genome.CDS.2024,AAA044N04.genome.CDS.2289,AAA044O16.genome.CDS.2381,AAA278O22.genome.CDS.1945,MEint1363.genome.CDS.1265,MEint2297.genome.CDS.1720",1
acI-A,group00657,"AAA027M14.genome.CDS.1415,AAA028E20.genome.CDS.1237,AAA028G02.genome.CDS.2251,AAA028I14.genome.CDS.1205,AAA041L13.genome.CDS.1912,AAA044N04.genome.CDS.1741,AAA044O16.genome.CDS.2723,AAA278O22.genome.CDS.2119,MEint1363.genome.CDS.1776,MEint2297.genome.CDS.2551",17
acI-A,group00660,"AAA023J06.genome.CDS.762,AAA027M14.genome.CDS.1398,AAA028E20.genome.CDS.1621,AAA028G02.genome.CDS.1894,AAA041L13.genome.CDS.2104,AAA044N04.genome.CDS.1934,AAA044O16.genome.CDS.2292,MEint2297.genome.CDS.2732",3
acI-A,group00661,"AAA023J06.genome.CDS.809,AAA024D14.genome.CDS.956,AAA028E20.genome.CDS.1666,AAA028G02.genome.CDS.1943,AAA028I14.genome.CDS.1016,AAA041L13.genome.CDS.2338,AAA044N04.genome.CDS.1887,AAA044O16.genome.CDS.2497,AAA278O22.genome.CDS.1353,MEint2297.genome.CDS.2744",1
acI-A,group00664,"AAA024D14.genome.CDS.1013,AAA027M14.genome.CDS.1658,AAA028E20.genome.CDS.1111,AAA028I14.genome.CDS.890,AAA044N04.genome.CDS.2437,AAA044O16.genome.CDS.2771,AAA278O22.genome.CDS.2154,MEint1363.genome.CDS.1585,MEint2297.genome.CDS.1672",2
acI-A,group00666,"AAA024D14.genome.CDS.1494,AAA028E20.genome.CDS.1419,AAA028G02.genome.CDS.2457,AAA044O16.genome.CDS.2418,AAA278O22.genome.CDS.1916",210
acI-A,group00667,"AAA023J06.genome.CDS.790,AAA024D14.genome.CDS.937,AAA027M14.genome.CDS.1372,AAA028E20.genome.CDS.1647,AAA028G02.genome.CDS.1920,AAA028I14.genome.CDS.1426,AAA041L13.genome.CDS.2115,AAA044N04.genome.CDS.1906,AAA278O22.genome.CDS.2241,MEint2297.genome.CDS.2605",1
acI-A,group00669,"AAA024D14.genome.CDS.1497,AAA028E20.genome.CDS.1422,AAA028G02.genome.CDS.2454,AAA044O16.genome.CDS.2415,AAA278O22.genome.CDS.1918",98
acI-A,group00670,"AAA023J06.genome.CDS.741,AAA023J06.genome.CDS.724,AAA024D14.genome.CDS.1080,AAA028G02.genome.CDS.2409,AAA028I14.genome.CDS.950,AAA044O16.genome.CDS.1720,AAA278O22.genome.CDS.2324,MEint1363.genome.CDS.1609",1
acI-A,group00671,"AAA024D14.genome.CDS.1032,AAA028E20.genome.CDS.1556,AAA041L13.genome.CDS.1661,AAA044N04.genome.CDS.2107,AAA044O16.genome.CDS.2155,AAA278O22.genome.CDS.1345,MEint1363.genome.CDS.1050,MEint2297.genome.CDS.2051,MEint2297.genome.CDS.2647",5
acI-A,group00674,"AAA023J06.genome.CDS.1174,AAA024D14.genome.CDS.1192,AAA028G02.genome.CDS.1599,AAA044N04.genome.CDS.1461,AAA278O22.genome.CDS.1197,MEint1363.genome.CDS.1317,MEint2297.genome.CDS.1798",7
acI-A,group00687,"AAA023J06.genome.CDS.1231,AAA023J06.genome.CDS.967,AAA024D14.genome.CDS.479,AAA027M14.genome.CDS.1357,AAA028E20.genome.CDS.1459,AAA028G02.genome.CDS.1427,AAA028G02.genome.CDS.1569,AAA028I14.genome.CDS.1542,AAA028I14.genome.CDS.976,AAA041L13.genome.CDS.1048,AAA044N04.genome.CDS.2298,AAA044O16.genome.CDS.2085,AAA044O16.genome.CDS.2395,AAA044O16.genome.CDS.2698,MEint1363.genome.CDS.1611",4
acI-A,group00689,"AAA024D14.genome.CDS.1445,AAA027M14.genome.CDS.1172,AAA028E20.genome.CDS.1064,AAA028G02.genome.CDS.2398,AAA041L13.genome.CDS.2454,AAA044N04.genome.CDS.1354,AAA044O16.genome.CDS.1872,AAA278O22.genome.CDS.1307,MEint1363.genome.CDS.1842,MEint2297.genome.CDS.1687",1
acI-A,group00692,"AAA028G02.genome.CDS.2179,AAA028I14.genome.CDS.1272,AAA041L13.genome.CDS.1846,AAA044N04.genome.CDS.1669,AAA044O16.genome.CDS.2642,MEint1363.genome.CDS.1405",1
acI-A,group00695,"AAA028E20.genome.CDS.1265,AAA028G02.genome.CDS.2217,AAA028I14.genome.CDS.1233,AAA044N04.genome.CDS.1711,AAA044O16.genome.CDS.2680,AAA278O22.genome.CDS.2099,MEint1363.genome.CDS.1369,MEint2297.genome.CDS.2572",14
acI-A,group00696,"AAA023J06.genome.CDS.758,AAA027M14.genome.CDS.1625,AAA028E20.genome.CDS.1617,AAA028G02.genome.CDS.1890,AAA028I14.genome.CDS.974,AAA041L13.genome.CDS.2100,AAA044N04.genome.CDS.1938,AAA044O16.genome.CDS.2288,AAA278O22.genome.CDS.2349",9
acI-A,group00699,"AAA024D14.genome.CDS.1489,AAA028G02.genome.CDS.2080,AAA041L13.genome.CDS.1776,AAA044N04.genome.CDS.1569,AAA044O16.genome.CDS.2540,MEint1363.genome.CDS.1318,MEint2297.genome.CDS.2332",2
