,AAA023D18,AAA023J06,AAA024D14,AAA027J17,AAA027L06,AAA027M14,AAA028A23,AAA028E20,AAA028G02,AAA028I14,AAA041L13,AAA044D11,AAA044N04,AAA044O16,AAA278I18,AAA278O22,AB141P03,BIN_10,MEint1363,MEint2297,MEint283,MEint3864,MEint4252,MEint885,TBepi2057,TBepi2754,TBepi3207,TBepi3475,TBepi4208,TBhypo2152,TBhypo3463,TBhypo3838,TBhypo680,acIB-AMD-6,acIB-AMD-7,bin_7_acI-B2
group00833,AAA023D18.genome.CDS.1212,,AAA024D14.genome.CDS.1393,,,AAA027M14.genome.CDS.1511,,AAA028E20.genome.CDS.1829,AAA028G02.genome.CDS.1872,,AAA041L13.genome.CDS.2257,AAA044D11.genome.CDS.1242,AAA044N04.genome.CDS.2012,AAA044O16.genome.CDS.2265,AAA278I18.genome.CDS.1673,AAA278O22.genome.CDS.1684,,BIN_10.genome.CDS.46,,,,MEint3864.genome.CDS.1512,,,,,,,,,,,,,acIB-AMD-7.genome.CDS.1891;acIB-AMD-7.genome.CDS.1470;acIB-AMD-7.genome.CDS.1938,
group00834,,,,AAA027J17.genome.CDS.1208,AAA027L06.genome.CDS.2363,,AAA028A23.genome.CDS.1146,,AAA028G02.genome.CDS.2207,,,AAA044D11.genome.CDS.2272,,AAA044O16.genome.CDS.2670,,AAA278O22.genome.CDS.2088,,BIN_10.genome.CDS.2127,MEint1363.genome.CDS.1380,MEint2297.genome.CDS.2084,MEint283.genome.CDS.1507,MEint3864.genome.CDS.866,MEint4252.genome.CDS.1939,,TBepi2057.genome.CDS.1545,TBepi2754.genome.CDS.2668,TBepi3207.genome.CDS.2258,TBepi3475.genome.CDS.1487,TBepi4208.genome.CDS.1573,TBhypo2152.genome.CDS.1445,,,TBhypo680.genome.CDS.1958,,acIB-AMD-7.genome.CDS.1700,bin_7_acI-B2.genome.CDS.3330
group00835,,,,AAA027J17.genome.CDS.1850,AAA027L06.genome.CDS.2322,AAA027M14.genome.CDS.1273,AAA028A23.genome.CDS.1089,AAA028E20.genome.CDS.1327,AAA028G02.genome.CDS.1758,AAA028I14.genome.CDS.1333,AAA041L13.genome.CDS.2418,,AAA044N04.genome.CDS.2087,AAA044O16.genome.CDS.2173,,,AB141P03.genome.CDS.747,BIN_10.genome.CDS.1457,,MEint2297.genome.CDS.1454,,,MEint4252.genome.CDS.1836,MEint885.genome.CDS.1157,TBepi2057.genome.CDS.1914,TBepi2754.genome.CDS.2355,TBepi3207.genome.CDS.2029,,TBepi4208.genome.CDS.1434,,TBhypo3463.genome.CDS.1672,,TBhypo680.genome.CDS.2303,acIB-AMD-6.genome.CDS.1096,,bin_7_acI-B2.genome.CDS.2968;bin_7_acI-B2.genome.CDS.3502
group00836,,,,AAA027J17.genome.CDS.1952,,,,AAA028E20.genome.CDS.1740,,AAA028I14.genome.CDS.1290,,AAA044D11.genome.CDS.1495,,,,,,,,,,,MEint4252.genome.CDS.1150;MEint4252.genome.CDS.1572,,,,,,,,,,,,,
group00837,,AAA023J06.genome.CDS.1014,,,,,,,,AAA028I14.genome.CDS.1160,AAA041L13.genome.CDS.2071,AAA044D11.genome.CDS.2260,AAA044N04.genome.CDS.1836,,,AAA278O22.genome.CDS.1980,,BIN_10.genome.CDS.1274,,MEint2297.genome.CDS.2022,,MEint3864.genome.CDS.1257,MEint4252.genome.CDS.1547,MEint885.genome.CDS.1125;MEint885.genome.CDS.1485,TBepi2057.genome.CDS.1437,TBepi2754.genome.CDS.1913,TBepi3207.genome.CDS.1451,,TBepi4208.genome.CDS.1920,,TBhypo3463.genome.CDS.2377,,,,,bin_7_acI-B2.genome.CDS.3688
group00838,,AAA023J06.genome.CDS.1256,AAA024D14.genome.CDS.1224,AAA027J17.genome.CDS.1103,,,,,AAA028G02.genome.CDS.2227,AAA028I14.genome.CDS.824,AAA041L13.genome.CDS.2268;AAA041L13.genome.CDS.2273,,AAA044N04.genome.CDS.1474,,,,,,,MEint2297.genome.CDS.2028,,MEint3864.genome.CDS.1401;MEint3864.genome.CDS.1405,,MEint885.genome.CDS.1309;MEint885.genome.CDS.1313,TBepi2057.genome.CDS.1615,,TBepi3207.genome.CDS.1714,TBepi3475.genome.CDS.1356,,,TBhypo3463.genome.CDS.1427,,,,,bin_7_acI-B2.genome.CDS.2753
group00839,,,,,AAA027L06.genome.CDS.2229,,AAA028A23.genome.CDS.1677;AAA028A23.genome.CDS.1692,,AAA028G02.genome.CDS.2181,AAA028I14.genome.CDS.1270,AAA041L13.genome.CDS.1844,,AAA044N04.genome.CDS.1671,AAA044O16.genome.CDS.2644,,AAA278O22.genome.CDS.2315,AB141P03.genome.CDS.1358,BIN_10.genome.CDS.2096,MEint1363.genome.CDS.1403,,,,,MEint885.genome.CDS.879;MEint885.genome.CDS.952,TBepi2057.genome.CDS.987,TBepi2754.genome.CDS.2591,TBepi3207.genome.CDS.2048,TBepi3475.genome.CDS.1691,,,TBhypo3463.genome.CDS.2277,TBhypo3838.genome.CDS.491,TBhypo680.genome.CDS.2563,,,bin_7_acI-B2.genome.CDS.2386
group00840,,AAA023J06.genome.CDS.1068,AAA024D14.genome.CDS.981,AAA027J17.genome.CDS.1273,AAA027L06.genome.CDS.2185,AAA027M14.genome.CDS.1333,,AAA028E20.genome.CDS.1140,,AAA028I14.genome.CDS.1070,AAA041L13.genome.CDS.1267,AAA044D11.genome.CDS.1763,,,,AAA278O22.genome.CDS.2187,,BIN_10.genome.CDS.1838,MEint1363.genome.CDS.1624,MEint2297.genome.CDS.1815;MEint2297.genome.CDS.2660,MEint283.genome.CDS.1201,MEint3864.genome.CDS.1514,MEint4252.genome.CDS.1693,MEint885.genome.CDS.1521,TBepi2057.genome.CDS.1673,TBepi2754.genome.CDS.2446,,TBepi3475.genome.CDS.1800,TBepi4208.genome.CDS.1618,TBhypo2152.genome.CDS.1602,,,TBhypo680.genome.CDS.1758,acIB-AMD-6.genome.CDS.675,,bin_7_acI-B2.genome.CDS.1127;bin_7_acI-B2.genome.CDS.3013
group00841,,AAA023J06.genome.CDS.1350,AAA024D14.genome.CDS.1576,,,AAA027M14.genome.CDS.1021,,,AAA028G02.genome.CDS.2486,,AAA041L13.genome.CDS.1618,AAA044D11.genome.CDS.1183,AAA044N04.genome.CDS.2159,AAA044O16.genome.CDS.2370,,,,,,MEint2297.genome.CDS.2301,,,MEint4252.genome.CDS.1383,,TBepi2057.genome.CDS.1049,TBepi2754.genome.CDS.1605,TBepi3207.genome.CDS.2345,TBepi3475.genome.CDS.1186,TBepi4208.genome.CDS.1801,TBhypo2152.genome.CDS.1113,TBhypo3463.genome.CDS.1503,TBhypo3838.genome.CDS.547,TBhypo680.genome.CDS.1338,,,bin_7_acI-B2.genome.CDS.2793
group00842,AAA023D18.genome.CDS.973,,,AAA027J17.genome.CDS.1372,AAA027L06.genome.CDS.1890,AAA027M14.genome.CDS.1641,,AAA028E20.genome.CDS.985,AAA028G02.genome.CDS.1543,,,AAA044D11.genome.CDS.2117,,AAA044O16.genome.CDS.2024,,AAA278O22.genome.CDS.2158,,,,,,MEint3864.genome.CDS.1038,MEint4252.genome.CDS.1657,,,,TBepi3207.genome.CDS.2306,,TBepi4208.genome.CDS.1657,,TBhypo3463.genome.CDS.2227,,,,,bin_7_acI-B2.genome.CDS.3902
group00843,,,,,,,,,,,AAA041L13.genome.CDS.2904,,,,,,,,,,,,,,,,TBepi3207.genome.CDS.1736,,,,TBhypo3463.genome.CDS.1914,,,,,bin_7_acI-B2.genome.CDS.2926;bin_7_acI-B2.genome.CDS.4006
group00844,,,AAA024D14.genome.CDS.1340,AAA027J17.genome.CDS.1651,AAA027L06.genome.CDS.1727,,AAA028A23.genome.CDS.1065,AAA028E20.genome.CDS.1392,AAA028G02.genome.CDS.2561,,,AAA044D11.genome.CDS.1436,AAA044N04.genome.CDS.1283,AAA044O16.genome.CDS.1715,,AAA278O22.genome.CDS.1891,,BIN_10.genome.CDS.1368,,,,,,,,,,,,,TBhypo3463.genome.CDS.1328,,,,,bin_7_acI-B2.genome.CDS.2645
group00845,AAA023D18.genome.CDS.878,AAA023J06.genome.CDS.1303,AAA024D14.genome.CDS.1512,AAA027J17.genome.CDS.1468,AAA027L06.genome.CDS.1622,AAA027M14.genome.CDS.871,AAA028A23.genome.CDS.1509,AAA028E20.genome.CDS.1824,AAA028G02.genome.CDS.2000,,AAA041L13.genome.CDS.2406,AAA044D11.genome.CDS.1906,AAA044N04.genome.CDS.2531,AAA044O16.genome.CDS.1795,AAA278I18.genome.CDS.1717,AAA278O22.genome.CDS.1432,AB141P03.genome.CDS.937,,,MEint2297.genome.CDS.2459,,,,,TBepi2057.genome.CDS.1021,TBepi2754.genome.CDS.1805,TBepi3207.genome.CDS.2063,TBepi3475.genome.CDS.1215,,TBhypo2152.genome.CDS.1238,TBhypo3463.genome.CDS.1712,,TBhypo680.genome.CDS.1512,,acIB-AMD-7.genome.CDS.1539,bin_7_acI-B2.genome.CDS.2294;bin_7_acI-B2.genome.CDS.3148
group00846,,AAA023J06.genome.CDS.1060,AAA024D14.genome.CDS.989,AAA027J17.genome.CDS.1842,AAA027L06.genome.CDS.1847,AAA027M14.genome.CDS.1327,AAA028A23.genome.CDS.1249,AAA028E20.genome.CDS.1133,,AAA028I14.genome.CDS.1405;AAA028I14.genome.CDS.1403,,AAA044D11.genome.CDS.1754,,,AAA278I18.genome.CDS.1578,AAA278O22.genome.CDS.2180,AB141P03.genome.CDS.1087,BIN_10.genome.CDS.1510,MEint1363.genome.CDS.656,MEint2297.genome.CDS.2141,,MEint3864.genome.CDS.1523,MEint4252.genome.CDS.1632,MEint885.genome.CDS.1016,,TBepi2754.genome.CDS.2516,TBepi3207.genome.CDS.1797,,,,,,TBhypo680.genome.CDS.2474,acIB-AMD-6.genome.CDS.722,acIB-AMD-7.genome.CDS.1838,bin_7_acI-B2.genome.CDS.2345;bin_7_acI-B2.genome.CDS.3871
group00847,,,AAA024D14.genome.CDS.524,AAA027J17.genome.CDS.1661,AAA027L06.genome.CDS.2028,,AAA028A23.genome.CDS.1262,AAA028E20.genome.CDS.1402,AAA028G02.genome.CDS.2475,,,AAA044D11.genome.CDS.1426,AAA044N04.genome.CDS.2574,AAA044O16.genome.CDS.1705,,AAA278O22.genome.CDS.740,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.1159,,,,,
group00848,AAA023D18.genome.CDS.1000,AAA023J06.genome.CDS.905,AAA024D14.genome.CDS.821,,AAA027L06.genome.CDS.1916,,,,,,AAA041L13.genome.CDS.2696,AAA044D11.genome.CDS.1522,AAA044N04.genome.CDS.1634,AAA044O16.genome.CDS.2605,,AAA278O22.genome.CDS.1774,,,,,,,,,,TBepi2754.genome.CDS.2482,TBepi3207.genome.CDS.1312,,TBepi4208.genome.CDS.1554,TBhypo2152.genome.CDS.1298,TBhypo3463.genome.CDS.1380,,TBhypo680.genome.CDS.1565,,,bin_7_acI-B2.genome.CDS.2993
group00849,AAA023D18.genome.CDS.1253,,AAA024D14.genome.CDS.1552,AAA027J17.genome.CDS.1385,,,AAA028A23.genome.CDS.1315,AAA028E20.genome.CDS.1764,AAA028G02.genome.CDS.1843,,AAA041L13.genome.CDS.2684,AAA044D11.genome.CDS.1964,AAA044N04.genome.CDS.2037,AAA044O16.genome.CDS.2234,AAA278I18.genome.CDS.1642,AAA278O22.genome.CDS.1710,AB141P03.genome.CDS.695,BIN_10.genome.CDS.1806,MEint1363.genome.CDS.1544,,,MEint3864.genome.CDS.1484,MEint4252.genome.CDS.1173,,TBepi2057.genome.CDS.1088,TBepi2754.genome.CDS.1732,TBepi3207.genome.CDS.1609,TBepi3475.genome.CDS.1107,,TBhypo2152.genome.CDS.1632,TBhypo3463.genome.CDS.1520;TBhypo3463.genome.CDS.1578,TBhypo3838.genome.CDS.616,TBhypo680.genome.CDS.2170,acIB-AMD-6.genome.CDS.917,,bin_7_acI-B2.genome.CDS.2543
group00850,,AAA023J06.genome.CDS.1337,AAA024D14.genome.CDS.1003,AAA027J17.genome.CDS.1246,AAA027L06.genome.CDS.1815,AAA027M14.genome.CDS.1314,AAA028A23.genome.CDS.1411,AAA028E20.genome.CDS.1123,,AAA028I14.genome.CDS.879,AAA041L13.genome.CDS.2645,AAA044D11.genome.CDS.1744,AAA044N04.genome.CDS.2423,AAA044O16.genome.CDS.2784,AAA278I18.genome.CDS.1905,AAA278O22.genome.CDS.2168,AB141P03.genome.CDS.1055,BIN_10.genome.CDS.1829,MEint1363.genome.CDS.1595,MEint2297.genome.CDS.2154,MEint283.genome.CDS.831,,MEint4252.genome.CDS.1619,MEint885.genome.CDS.1029,,TBepi2754.genome.CDS.2427,TBepi3207.genome.CDS.2544,TBepi3475.genome.CDS.1824,TBepi4208.genome.CDS.1042,,TBhypo3463.genome.CDS.1736,,TBhypo680.genome.CDS.1739,acIB-AMD-6.genome.CDS.1004;acIB-AMD-6.genome.CDS.637,acIB-AMD-7.genome.CDS.1269,bin_7_acI-B2.genome.CDS.2181
group00851,AAA023D18.genome.CDS.1494,,,AAA027J17.genome.CDS.1693,AAA027L06.genome.CDS.1414,,AAA028A23.genome.CDS.1364,,AAA028G02.genome.CDS.2043,,AAA041L13.genome.CDS.1477,AAA044D11.genome.CDS.2241,AAA044N04.genome.CDS.2378,,AAA278I18.genome.CDS.1783,AAA278O22.genome.CDS.1570,,BIN_10.genome.CDS.2060,MEint1363.genome.CDS.1154,MEint2297.genome.CDS.2365,,MEint3864.genome.CDS.1351,MEint4252.genome.CDS.1742,MEint885.genome.CDS.1632,,TBepi2754.genome.CDS.2316,TBepi3207.genome.CDS.2241,TBepi3475.genome.CDS.1479,TBepi4208.genome.CDS.1335,TBhypo2152.genome.CDS.1762,TBhypo3463.genome.CDS.2187,TBhypo3838.genome.CDS.861,TBhypo680.genome.CDS.2267,acIB-AMD-6.genome.CDS.1086,,bin_7_acI-B2.genome.CDS.3053
group00852,,,AAA024D14.genome.CDS.1380,AAA027J17.genome.CDS.1152,AAA027L06.genome.CDS.2427,AAA027M14.genome.CDS.1419,AAA028A23.genome.CDS.852,AAA028E20.genome.CDS.1233,AAA028G02.genome.CDS.2255,AAA028I14.genome.CDS.1201,AAA041L13.genome.CDS.1908,,AAA044N04.genome.CDS.1745,AAA044O16.genome.CDS.2727,AAA278I18.genome.CDS.1064,AAA278O22.genome.CDS.2297,AB141P03.genome.CDS.1212,BIN_10.genome.CDS.2192,MEint1363.genome.CDS.1772,MEint2297.genome.CDS.2547,MEint283.genome.CDS.947,,,MEint885.genome.CDS.1536,TBepi2057.genome.CDS.1822,TBepi2754.genome.CDS.1520,TBepi3207.genome.CDS.2498,TBepi3475.genome.CDS.1498,TBepi4208.genome.CDS.1807,TBhypo2152.genome.CDS.924,TBhypo3463.genome.CDS.2305,TBhypo3838.genome.CDS.763,TBhypo680.genome.CDS.2231,acIB-AMD-6.genome.CDS.703,acIB-AMD-7.genome.CDS.1016,bin_7_acI-B2.genome.CDS.2610
group00853,,,AAA024D14.genome.CDS.1332,AAA027J17.genome.CDS.1659,AAA027L06.genome.CDS.1719,,AAA028A23.genome.CDS.809,AAA028E20.genome.CDS.1400,AAA028G02.genome.CDS.2477;AAA028G02.genome.CDS.2569,,,AAA044D11.genome.CDS.1428,,AAA044O16.genome.CDS.1707,AAA278I18.genome.CDS.1962,AAA278O22.genome.CDS.1899,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.2448,,,,,
group00854,AAA023D18.genome.CDS.980,,,,,,,AAA028E20.genome.CDS.1574,AAA028G02.genome.CDS.2577,,,,AAA044N04.genome.CDS.1329,AAA044O16.genome.CDS.2144,,AAA278O22.genome.CDS.1334,,,MEint1363.genome.CDS.1830,MEint2297.genome.CDS.2064;MEint2297.genome.CDS.2632,MEint283.genome.CDS.1388,,MEint4252.genome.CDS.1717;MEint4252.genome.CDS.1899,MEint885.genome.CDS.1059,TBepi2057.genome.CDS.1491,TBepi2754.genome.CDS.2037,TBepi3207.genome.CDS.1521,TBepi3475.genome.CDS.1719,TBepi4208.genome.CDS.1900,TBhypo2152.genome.CDS.1672,TBhypo3463.genome.CDS.1233,TBhypo3838.genome.CDS.604;TBhypo3838.genome.CDS.133,TBhypo680.genome.CDS.1667,,,bin_7_acI-B2.genome.CDS.3224
group00855,AAA023D18.genome.CDS.1476,,,AAA027J17.genome.CDS.1434,AAA027L06.genome.CDS.2331,AAA027M14.genome.CDS.1250,AAA028A23.genome.CDS.1098,AAA028E20.genome.CDS.1337,AAA028G02.genome.CDS.1788,AAA028I14.genome.CDS.1322,AAA041L13.genome.CDS.2426,,AAA044N04.genome.CDS.2079,AAA044O16.genome.CDS.2181,,,AB141P03.genome.CDS.738,BIN_10.genome.CDS.349,MEint1363.genome.CDS.1141,MEint2297.genome.CDS.1460,MEint283.genome.CDS.755,MEint3864.genome.CDS.1228,MEint4252.genome.CDS.1842,MEint885.genome.CDS.1164;MEint885.genome.CDS.1205,,,,TBepi3475.genome.CDS.1539,TBepi4208.genome.CDS.1752,,,,,acIB-AMD-6.genome.CDS.1103,acIB-AMD-7.genome.CDS.1226,
group00856,AAA023D18.genome.CDS.1063,,,,AAA027L06.genome.CDS.1541,,AAA028A23.genome.CDS.1391,,,AAA028I14.genome.CDS.1128,AAA041L13.genome.CDS.1584,AAA044D11.genome.CDS.1551,AAA044N04.genome.CDS.2498,AAA044O16.genome.CDS.1438,AAA278I18.genome.CDS.1772,,,BIN_10.genome.CDS.1124,MEint1363.genome.CDS.1347,MEint2297.genome.CDS.2091,MEint283.genome.CDS.1404,MEint3864.genome.CDS.1595,MEint4252.genome.CDS.1191,MEint885.genome.CDS.1385;MEint885.genome.CDS.906,TBepi2057.genome.CDS.1265,TBepi2754.genome.CDS.1681,TBepi3207.genome.CDS.1482,TBepi3475.genome.CDS.1095,TBepi4208.genome.CDS.1830,,TBhypo3463.genome.CDS.2346,TBhypo3838.genome.CDS.827,TBhypo680.genome.CDS.1415,acIB-AMD-6.genome.CDS.624,acIB-AMD-7.genome.CDS.1595;acIB-AMD-7.genome.CDS.1960,bin_7_acI-B2.genome.CDS.3656
group00857,AAA023D18.genome.CDS.1261,AAA023J06.genome.CDS.1425;AAA023J06.genome.CDS.1491,,AAA027J17.genome.CDS.1398,,AAA027M14.genome.CDS.1199,AAA028A23.genome.CDS.1306,AAA028E20.genome.CDS.1750;AAA028E20.genome.CDS.1550,AAA028G02.genome.CDS.1826,,AAA041L13.genome.CDS.1924,,AAA044N04.genome.CDS.2046,AAA044O16.genome.CDS.1997;AAA044O16.genome.CDS.824,,AAA278O22.genome.CDS.1719,AB141P03.genome.CDS.704,BIN_10.genome.CDS.1993,MEint1363.genome.CDS.1542,MEint2297.genome.CDS.2438;MEint2297.genome.CDS.2514,MEint283.genome.CDS.1206,MEint3864.genome.CDS.1094,MEint4252.genome.CDS.1166;MEint4252.genome.CDS.1818,MEint885.genome.CDS.1070,TBepi2057.genome.CDS.1947,TBepi2754.genome.CDS.1716,TBepi3207.genome.CDS.2107,TBepi3475.genome.CDS.155,,TBhypo2152.genome.CDS.1390,,,TBhypo680.genome.CDS.2187,,,bin_7_acI-B2.genome.CDS.3267;bin_7_acI-B2.genome.CDS.3933
group00858,,,,AAA027J17.genome.CDS.1958,AAA027L06.genome.CDS.2252,,AAA028A23.genome.CDS.905,,AAA028G02.genome.CDS.2310,AAA028I14.genome.CDS.1575,AAA041L13.genome.CDS.1798,,AAA044N04.genome.CDS.1802,AAA044O16.genome.CDS.1501,AAA278I18.genome.CDS.1119,AAA278O22.genome.CDS.2013,AB141P03.genome.CDS.895,BIN_10.genome.CDS.1139,,MEint2297.genome.CDS.1406,MEint283.genome.CDS.1304,MEint3864.genome.CDS.1565;MEint3864.genome.CDS.802,,,,TBepi2754.genome.CDS.1470,TBepi3207.genome.CDS.1425,TBepi3475.genome.CDS.1407,TBepi4208.genome.CDS.1972,TBhypo2152.genome.CDS.1592,TBhypo3463.genome.CDS.1878,,,acIB-AMD-6.genome.CDS.812,acIB-AMD-7.genome.CDS.1739;acIB-AMD-7.genome.CDS.1078,bin_7_acI-B2.genome.CDS.3720
group00859,AAA023D18.genome.CDS.936,,AAA024D14.genome.CDS.1542,,AAA027L06.genome.CDS.1266,,AAA028A23.genome.CDS.978,,AAA028G02.genome.CDS.1652,,AAA041L13.genome.CDS.1631,AAA044D11.genome.CDS.2173,AAA044N04.genome.CDS.2146,AAA044O16.genome.CDS.2134,AAA278I18.genome.CDS.1441;AAA278I18.genome.CDS.1233,,AB141P03.genome.CDS.781;AB141P03.genome.CDS.841,,MEint1363.genome.CDS.1008;MEint1363.genome.CDS.999,MEint2297.genome.CDS.2415,MEint283.genome.CDS.795,,MEint4252.genome.CDS.1985,,,,,,,TBhypo2152.genome.CDS.1781,,,,,acIB-AMD-7.genome.CDS.1111;acIB-AMD-7.genome.CDS.1666,bin_7_acI-B2.genome.CDS.3363
group00860,,AAA023J06.genome.CDS.863,,,,,,AAA028E20.genome.CDS.1179,,,AAA041L13.genome.CDS.2753,,AAA044N04.genome.CDS.2562,AAA044O16.genome.CDS.2769,,,,,,,,MEint3864.genome.CDS.1419,,,,,,,,,,,,,,
group00861,,,AAA024D14.genome.CDS.1329,AAA027J17.genome.CDS.1662,AAA027L06.genome.CDS.2027,,AAA028A23.genome.CDS.1255,AAA028E20.genome.CDS.1403,AAA028G02.genome.CDS.2474,,,AAA044D11.genome.CDS.1425,AAA044N04.genome.CDS.2573,AAA044O16.genome.CDS.1704,,AAA278O22.genome.CDS.1902,,,,,,,,,,,,,,,TBhypo3463.genome.CDS.2451,,,,,
group00862,,,AAA024D14.genome.CDS.1389,AAA027J17.genome.CDS.1787,AAA027L06.genome.CDS.2216,AAA027M14.genome.CDS.1535,,AAA028E20.genome.CDS.1835,AAA028G02.genome.CDS.1866,,AAA041L13.genome.CDS.2253,AAA044D11.genome.CDS.1233,AAA044N04.genome.CDS.2016,AAA044O16.genome.CDS.2257,AAA278I18.genome.CDS.1666,AAA278O22.genome.CDS.1693,,BIN_10.genome.CDS.1867,,,,MEint3864.genome.CDS.1506,,MEint885.genome.CDS.1612,TBepi2057.genome.CDS.1657,TBepi2754.genome.CDS.2215,,,,,,,TBhypo680.genome.CDS.1867,,acIB-AMD-7.genome.CDS.1884,
group00863,AAA023D18.genome.CDS.832,AAA023J06.genome.CDS.765,,AAA027J17.genome.CDS.1588,AAA027L06.genome.CDS.2250,AAA027M14.genome.CDS.1395,AAA028A23.genome.CDS.1467,AAA028E20.genome.CDS.1624,AAA028G02.genome.CDS.1897,,AAA041L13.genome.CDS.2107,AAA044D11.genome.CDS.1885,AAA044N04.genome.CDS.1931,AAA044O16.genome.CDS.2302,AAA278I18.genome.CDS.1393,AAA278O22.genome.CDS.2329,AB141P03.genome.CDS.983,BIN_10.genome.CDS.1783,,MEint2297.genome.CDS.2729,,,MEint4252.genome.CDS.830,,TBepi2057.genome.CDS.1700,,TBepi3207.genome.CDS.1760;TBepi3207.genome.CDS.491,,TBepi4208.genome.CDS.2051,TBhypo2152.genome.CDS.508,TBhypo3463.genome.CDS.2142,,,,,bin_7_acI-B2.genome.CDS.2672;bin_7_acI-B2.genome.CDS.3555
group00864,AAA023D18.genome.CDS.1322,,,,AAA027L06.genome.CDS.2042,,,AAA028E20.genome.CDS.820,,AAA028I14.genome.CDS.479,,AAA044D11.genome.CDS.1504,,AAA044O16.genome.CDS.1232,AAA278I18.genome.CDS.1323,,,BIN_10.genome.CDS.1157,MEint1363.genome.CDS.1417,,,MEint3864.genome.CDS.1015,MEint4252.genome.CDS.1923,MEint885.genome.CDS.358,,TBepi2754.genome.CDS.2581,TBepi3207.genome.CDS.103,,,,TBhypo3463.genome.CDS.395,,TBhypo680.genome.CDS.2573,,,bin_7_acI-B2.genome.CDS.1412;bin_7_acI-B2.genome.CDS.234;bin_7_acI-B2.genome.CDS.351
group00865,AAA023D18.genome.CDS.1238,,AAA024D14.genome.CDS.1567,,,,,AAA028E20.genome.CDS.1772,AAA028G02.genome.CDS.1851,,,AAA044D11.genome.CDS.1214,AAA044N04.genome.CDS.2029,AAA044O16.genome.CDS.2242,AAA278I18.genome.CDS.1651,AAA278O22.genome.CDS.1838,AB141P03.genome.CDS.674,BIN_10.genome.CDS.1807,,MEint2297.genome.CDS.2164,,,MEint4252.genome.CDS.2207,,TBepi2057.genome.CDS.1080,TBepi2754.genome.CDS.2708,TBepi3207.genome.CDS.2185,,,TBhypo2152.genome.CDS.1376,TBhypo3463.genome.CDS.2013,TBhypo3838.genome.CDS.623,TBhypo680.genome.CDS.1495,,,bin_7_acI-B2.genome.CDS.2429;bin_7_acI-B2.genome.CDS.2619
group00866,AAA023D18.genome.CDS.856,AAA023J06.genome.CDS.1453;AAA023J06.genome.CDS.1138,AAA024D14.genome.CDS.964,AAA027J17.genome.CDS.2033,AAA027L06.genome.CDS.1644,AAA027M14.genome.CDS.839,AAA028A23.genome.CDS.1447,AAA028E20.genome.CDS.1673,AAA028G02.genome.CDS.1957,AAA028I14.genome.CDS.1009,AAA041L13.genome.CDS.2473,,AAA044N04.genome.CDS.1878,AAA044O16.genome.CDS.1729,AAA278I18.genome.CDS.1411,AAA278O22.genome.CDS.1390,AB141P03.genome.CDS.963,BIN_10.genome.CDS.1703,,MEint2297.genome.CDS.2395,MEint283.genome.CDS.938,,MEint4252.genome.CDS.2251,,,TBepi2754.genome.CDS.2179,TBepi3207.genome.CDS.1633,TBepi3475.genome.CDS.1039,TBepi4208.genome.CDS.1084,,TBhypo3463.genome.CDS.1268,,,,acIB-AMD-7.genome.CDS.1049,bin_7_acI-B2.genome.CDS.2568;bin_7_acI-B2.genome.CDS.3818;bin_7_acI-B2.genome.CDS.3831
group00867,,,,AAA027J17.genome.CDS.1970,AAA027L06.genome.CDS.2283,,AAA028A23.genome.CDS.907,,AAA028G02.genome.CDS.2312,AAA028I14.genome.CDS.1577,AAA041L13.genome.CDS.1796,AAA044D11.genome.CDS.1260,AAA044N04.genome.CDS.1804,AAA044O16.genome.CDS.1499,AAA278I18.genome.CDS.1121,AAA278O22.genome.CDS.2011,AB141P03.genome.CDS.893,BIN_10.genome.CDS.1142,,MEint2297.genome.CDS.1404,MEint283.genome.CDS.1302,MEint3864.genome.CDS.1563,MEint4252.genome.CDS.2174,MEint885.genome.CDS.1542,TBepi2057.genome.CDS.1182,TBepi2754.genome.CDS.1468,TBepi3207.genome.CDS.1427,TBepi3475.genome.CDS.1409,TBepi4208.genome.CDS.1970,TBhypo2152.genome.CDS.1594,TBhypo3463.genome.CDS.1880,,,acIB-AMD-6.genome.CDS.810,acIB-AMD-7.genome.CDS.1080;acIB-AMD-7.genome.CDS.1741,bin_7_acI-B2.genome.CDS.3718
group00868,AAA023D18.genome.CDS.867,AAA023J06.genome.CDS.716,,,,AAA027M14.genome.CDS.1558,,AAA028E20.genome.CDS.1502,AAA028G02.genome.CDS.2026;AAA028G02.genome.CDS.1357,AAA028I14.genome.CDS.946,,,,AAA044O16.genome.CDS.1820,AAA278I18.genome.CDS.1735,AAA278O22.genome.CDS.1673,,,,,,,,,,,,,,,,,,,acIB-AMD-7.genome.CDS.1181,bin_7_acI-B2.genome.CDS.3104
